Title,Title_URL,Image,Time,Name,Description,Summary
"Office time is not for video calls, says tech boss",https://www.bbc.com/news/technology-63217973,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/3940/production/_127065641_gettyimages-1248192282.jpg,"Posted at 7:23 14 Oct
7:23 14 Oct",By Zoe Kleinman,Technology editor,The boss of messaging platform Slack says people should come into work to do other things.
E-waste: Five billion phones to be dumped in 2022,https://www.bbc.com/news/science-environment-63245150,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F964/production/_127144836_mediaitem127144835.jpg,"Posted at 7:18 14 Oct
7:18 14 Oct",By Victoria Gill,"Science correspondent, BBC News","Billions of phones will be hoarded in drawers and cupboards or thrown away rather than recycled, studies suggest."
India's solar-powered future clashes with local life,https://www.bbc.com/news/business-62848096,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1328F/production/_126797487_gettyimages-1267710008.jpg,"Posted at 4:35 14 Oct
4:35 14 Oct",By Priti Gupta,Mumbai,"India wants 40% of its electricity to come from renewable sources, which will require vast amounts of land."
How a Japanese firm became part of the Post Office scandal,https://www.bbc.com/news/business-61020075,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5B01/production/_127079232_gettyimages-1238844287.jpg,"Posted at 4:34 14 Oct
4:34 14 Oct",By Mariko Oi,"BBC News, Tokyo",The story of how a software firm based thousands of miles away became embroiled in the UK scandal.
Netflix ad-supported service to launch in November,https://www.bbc.com/news/business-63245483,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/113CC/production/_124240607_squidgame_unit_103_1015.jpg,"Posted at 0:08 14 Oct
0:08 14 Oct",,,The firm is rolling out the less expensive offering to try to attract viewers.
AI tools fail to reduce recruitment bias - study,https://www.bbc.com/news/technology-63228466,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7979/production/_127079013_jobint_gettyimages-1193152467.jpg,"Posted at 22:30 13 Oct
22:30 13 Oct",By Chris Vallance,Technology Reporter,"Artificially intelligent analysis of job applications or videos is ""pseudoscience"", researchers say."
Two Huawei 5G kit-removal deadlines put back,https://www.bbc.com/news/technology-63242336,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D3A1/production/_127077145_gettyimages-1242261817.jpg,"Posted at 18:49 13 Oct
18:49 13 Oct",,,"A small number of companies argued the original targets risked network outages, the government says."
Snapchat CPR lessons will save lives - Muamba,https://www.bbc.com/news/technology-63241930,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D635/production/_127073845_fabrice_muamba_getty.jpg,"Posted at 18:04 13 Oct
18:04 13 Oct",By Tom Gerken,Technology team,"Snapchat releases a ""lens"" that teaches people how to use chest compressions for cardiac arrest."
Microsoft to train five million Nigerians - minister,,,"Posted at 16:47 13 Oct
16:47 13 Oct",Ishaq Khalid,"BBC News, Abuja",
How do visually impaired people play video games?,https://www.bbc.com/news/uk-scotland-tayside-central-63157128,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/115F/production/_127074440_benbreen2.jpg,"Posted at 10:36 13 Oct
10:36 13 Oct",By Katy Scott,BBC Scotland news website,Blind gamer Ben Breen wants more studios to consider people like him when developing computer games.
Singapore jails OnlyFans model in landmark case,https://www.bbc.com/news/world-asia-63238232,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/9CA9/production/_122750104_232293655_1871829999647824_2904807327738529947_n.jpg,"Posted at 9:43 13 Oct
9:43 13 Oct",By Frances Mao,BBC News,"Titus Low, 22, is the first person in the conservative nation to be jailed over the adults-only site."
'The nerd emoji is not who we are',https://www.bbc.com/news/uk-england-nottinghamshire-63229464,,"Posted at 4:48 13 Oct
4:48 13 Oct",,,
How Finland can help US fight fake news,https://www.bbc.com/news/world-europe-63222819,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/147CC/production/_127061938_gettyimages-1241276404.jpg,"Posted at 3:03 13 Oct
3:03 13 Oct",By Erika Benke and Marianna Spring,"BBC News, Finland & Disinfo correspondent, London",Finns learn in school how to spot media disinformation - is that an approach the US could adopt?
Lab-grown brain cells play video game Pong,https://www.bbc.com/news/science-environment-63195653,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14542/production/_127066238_minibrain.png,"Posted at 20:31 12 Oct
20:31 12 Oct",By Pallab Ghosh,Science correspondent,Australian and UK researchers grow brain cells in a lab that have learned to play a 1970s video game.
Commonwealth Games makes mystery esports U-turn,https://www.bbc.com/news/technology-63232333,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/2176/production/_127066580_1e5947b1-3aa2-4286-beea-b337309d91fa.jpg,"Posted at 20:10 12 Oct
20:10 12 Oct",By Joe Tidy,Cyber reporter ,"Despite a successful test event for competitive gaming, at the 2022 Games, organisers reject it for 2026."
Harassed women accuse BBC of failing to help them,https://www.bbc.com/news/uk-england-nottinghamshire-63228842,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8620/production/_127063343_hi077151562.jpg,"Posted at 18:41 12 Oct
18:41 12 Oct",,,"The women, who were targeted by former presenter Alex Belfield, are calling for an independent review."
'I'm glad my coming out could help others' - Adam B,https://www.bbc.com/news/uk-northern-ireland-63229184,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/44EE/production/_127064671_adam.jpg,"Posted at 18:40 12 Oct
18:40 12 Oct",By Dean McLaughlin,BBC News NI,The YouTube star says he has been contacted by young people inspired by his decision to come out.
Award for founder of drone group to find lost dogs,https://www.bbc.com/news/uk-wales-63228126,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/90B6/production/_127064073_006_191205_burtonlowres.jpg,"Posted at 16:18 12 Oct
16:18 12 Oct",,,Graham Burton set up a Facebook group which has reunited thousands of missing pets and their owners.
Khloe Kardashian has tumour removed from face,https://www.bbc.com/news/newsbeat-63227702,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/916A/production/_127062273_gettyimages-1395066425-1.jpg,"Posted at 15:39 12 Oct
15:39 12 Oct",,,The 38-year-old says she's shared her story to encourage fans to get skin cancer symptoms checked.
Xbox v PlayStation: Giants clash over Call of Duty,https://www.bbc.com/news/technology-63196065,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/15C9E/production/_127064298_815e8d1b-8050-4a2b-8a7e-9e54c3a0ddee.png,"Posted at 15:08 12 Oct
15:08 12 Oct",By Zoe Kleinman,Technology editor,Microsoft hits back at claims its proposed purchase of Activision Blizzard could harm its rival Sony.
Elon Musk denies he spoke to Putin about war,https://www.bbc.com/news/world-europe-63225781,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F506/production/_127062726_elon_musk_afp.jpg,"Posted at 14:37 12 Oct
14:37 12 Oct",By George Wright,BBC News,The Tesla boss has denied reports he spoke to the Russian leader before tweeting about the Ukraine war.
Tomb Raider fan event to take place,https://www.bbc.com/news/uk-england-derbyshire-63214361,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1092C/production/_127048876_lara010.jpg,"Posted at 10:35 12 Oct
10:35 12 Oct",By Jennifer Harby,BBC News,TR26 is an annual fan event celebrating the game which is famous for its heroine Lara Croft.
Biden 'gig' workers plan spooks Uber investors,https://www.bbc.com/news/business-63224297,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/2A41/production/_127071801_uber_eat_getty.jpg,"Posted at 9:15 12 Oct
9:15 12 Oct",By Annabelle  Liang,Business reporter,Tens of millions of people work in the global gig economy across services like food delivery and transport.
Netflix ends secrecy over viewing figures,https://www.bbc.com/news/entertainment-arts-63218707,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/DAE4/production/_127063065_netflix_index2_getty.jpg,"Posted at 7:52 12 Oct
7:52 12 Oct",By Steven McIntosh,"Entertainment reporter, BBC News",It means the streaming giant's viewing figures will be measured by an external body for the first time.
TikTok profits from livestreams of families begging,https://www.bbc.com/news/world-63213567,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/135BE/production/_127049297_2tiktokthumbnailclean.jpg,"Posted at 5:54 12 Oct
5:54 12 Oct","By Hannah Gelbart, Mamdouh Akbiek and Ziad Al-Qattan","BBC Global Disinformation Unit, BBC News Arabic and BBC Eye Investigations","Children are among those pleading for hours for digital gifts, as the company takes a cut of up to 70%."
"Meta reveals new $1,499 mixed reality headset",https://www.bbc.com/news/technology-63200153,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5CAE/production/_127062732_screenshot2022-10-11183351.png,"Posted at 0:03 12 Oct
0:03 12 Oct",By Zoe Kleinman and Liv McMahon,Technology team,Facebook-owner Meta has revealed a new VR headset as part of its continued metaverse push.
Robot falls asleep while being quizzed by Lords,https://www.bbc.com/news/uk-politics-63221954,,"Posted at 22:33 11 Oct
22:33 11 Oct",,,
Artist burns own artwork after selling NFTs,https://www.bbc.com/news/entertainment-arts-63221587,,"Posted at 22:24 11 Oct
22:24 11 Oct",,,
Court win for man fired for not keeping webcam on,https://www.bbc.com/news/technology-63203945,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/16110/production/_127048309_webcam_gettyimages-1186854185.jpg,"Posted at 22:24 11 Oct
22:24 11 Oct",,,An American IT company asked the employee to keep his webcam on while he worked.
Damien Hirst burns his own art after selling NFTs,https://www.bbc.com/news/entertainment-arts-63218704,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/150A8/production/_127048168_indexgettyimages-1432534980.jpg,"Posted at 20:42 11 Oct
20:42 11 Oct",By Steven McIntosh,Entertainment reporter,The artist has begun burning artworks after giving buyers' the option to own the NFT instead.
Asia chipmaker shares slide after US curbs on China,https://www.bbc.com/news/business-63210329,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/3010/production/_127040321_gettyimages-1342984030.jpg,"Posted at 12:41 11 Oct
12:41 11 Oct",,,"On Friday, Washington announced new rules to restrict sales of semiconductor technology to China."
Ofcom: A third of children have adult social media,https://www.bbc.com/news/technology-63204605,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7DEC/production/_127063223_gettyimages-1015400130.jpg,"Posted at 7:02 11 Oct
7:02 11 Oct",,,"Children are at risk of viewing harmful content by lying about their age online, according to Ofcom."
India village goes offline daily to help people talk,https://www.bbc.com/news/world-asia-india-63169149,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/3D42/production/_127028651_whatsappimage2022-10-10at9.10.35am.jpg,"Posted at 4:57 11 Oct
4:57 11 Oct",By Imran Qureshi,BBC Hindi,A Maharashtra village switches off TV and internet for a few hours daily - and the results are worth it.
China's electric car market is booming but can it last?,https://www.bbc.com/news/business-62825830,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E9EB/production/_126638895_gettyimages-1232414907.jpg,"Posted at 4:38 11 Oct
4:38 11 Oct",By Chris Baraniuk,Technology of Business reporter,Cheap electric cars are selling fast but the end of subsidies could end the sales boom.
Rollercoasters trigger new iPhone emergency calls,https://www.bbc.com/news/technology-63157888,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/75C5/production/_126994103_rollergettyimages-623351254.jpg,"Posted at 19:22 10 Oct
19:22 10 Oct",,,"Users say the rides triggered the phones' crash detection system, US media reports."
Jet pack demonstration alongside navy flagship,https://www.bbc.com/news/uk-england-hampshire-63198645,,"Posted at 17:53 10 Oct
17:53 10 Oct",,,
Kanye West's social media accounts locked,https://www.bbc.com/news/entertainment-arts-63198991,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8658/production/_127029343_gettyimages-453656491.jpg,"Posted at 16:11 10 Oct
16:11 10 Oct",By Mark Savage,BBC Music Correspondent,"The rapper posted anti-Semitic messages over the weekend, leading to his accounts being suspended."
'It's basically the Baftas for Esports',https://www.bbc.com/news/uk-england-coventry-warwickshire-63176172,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/176EC/production/_127008959_esports_image_two_-_gaming.jpg,"Posted at 10:38 10 Oct
10:38 10 Oct",,,Warwick University has been nominated for two international awards for its Esports programme.
Elon Musk wades into China and Taiwan tensions,https://www.bbc.com/news/business-63196452,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/CD02/production/_127028425_gettyimages-1242720271.jpg,"Posted at 9:13 10 Oct
9:13 10 Oct",By Annabelle  Liang,BBC News,"The billionaire wins China's praise for comments but Taipei says freedom is ""not for sale""."
Tesla's Optimus and the problem with humanoids,https://www.bbc.com/news/technology-63130363,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14150/production/_126965228_gettyimages-1307402973.jpg,"Posted at 5:16 8 Oct
5:16 8 Oct",By Zoe Kleinman,Technology editor,"Unlike Elon Musk's latest creation, the most useful robots, experts say, do not look human - so far."
Elon Musk: Twitter won't 'take yes for an answer',https://www.bbc.com/news/business-63166568,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/880E/production/_127003843_musk_index_reuters.jpg,"Posted at 18:05 7 Oct
18:05 7 Oct",,,Twitter said it did not trust the billionaire's promises to proceed with the takeover.
"Don't delay online bill, urges Molly Russell's dad",https://www.bbc.com/news/uk-england-london-63157632,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/183C4/production/_126786299_mollyrussell1.jpg,"Posted at 15:11 7 Oct
15:11 7 Oct",,,Ian Russell says online platforms should not be allowed to self-regulate content.
Molly Russell dad: Social media culture must change,https://www.bbc.com/news/uk-63171199,,"Posted at 14:32 7 Oct
14:32 7 Oct",,,
Inventor's Microsoft trademark dispute 'resolved',https://www.bbc.com/news/uk-england-northamptonshire-63158878,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13FFC/production/_126361918_kate1.jpg,"Posted at 10:43 7 Oct
10:43 7 Oct",,,"A children's literacy tool can launch under the altered name of Word Window, says its inventor."
Samsung warns of 32% hit to profits on chip slump,https://www.bbc.com/news/business-63167922,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1324A/production/_127001487_gettyimages-1234610775.jpg,"Posted at 10:24 7 Oct
10:24 7 Oct",,,"Meanwhile, US chip maker AMD said its third quarter revenue would be $1bn less than forecasts."
Dancers' moves help to power Glasgow music venue,https://www.bbc.com/news/technology-63161838,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/82BD/production/_126996433_screenshot2022-10-06at14.09.12.png,"Posted at 5:40 7 Oct
5:40 7 Oct",By Shiona McCallum,Technology reporter,Heat energy is being captured from people dancing to help a Glasgow venue reduce its carbon emissions.
